Client_Num,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Cust_Satisfaction_Score
*********,42,F,3,Graduate,Unknown,CA,91750,yes,no,no,unknown,Blue-collar,23642,1
*********,61,F,1,High School,Single,CA,91750,no,yes,no,cellular,Selfemployeed,14975,1
*********,46,F,4,Graduate,Single,NY,91750,yes,yes,no,unknown,Blue-collar,10610,2
*********,62,M,1,High School,Single,TX,91750,yes,yes,no,cellular,White-collar,69810,3
*********,47,F,4,Post-Graduate,Married,CA,91750,no,yes,yes,unknown,Businessman,37053,2
*********,42,F,3,Unknown,Unknown,NY,91750,no,no,no,cellular,Blue-collar,53772,3
*********,43,F,5,Graduate,Married,FL,91750,no,yes,no,cellular,Selfemployeed,5525,2
*********,26,M,0,Graduate,Single,NY,91750,no,yes,no,cellular,White-collar,52121,1
*********,54,F,3,Uneducated,Married,CA,91750,yes,no,no,cellular,Blue-collar,13010,3
*********,45,M,4,High School,Married,TX,91750,no,no,no,unknown,Retirees,25019,1
*********,40,M,3,High School,Single,NY,91750,yes,yes,no,cellular,White-collar,118236,3
*********,50,F,1,Post-Graduate,Married,TX,91750,yes,no,no,cellular,Blue-collar,28851,3
*********,46,F,4,Uneducated,Single,CA,91750,yes,yes,no,cellular,Businessman,21104,1
*********,52,F,4,Graduate,Single,NY,91750,yes,no,no,telephone,Blue-collar,12081,3
*********,48,F,4,Graduate,Married,NJ,91750,no,no,no,cellular,Govt,13322,1
*********,43,F,2,Post-Graduate,Married,CA,91750,no,yes,no,cellular,Govt,30366,1
*********,58,M,1,High School,Married,NY,91750,no,no,no,cellular,Selfemployeed,61492,2
*********,46,F,5,Doctorate,Single,CA,91750,no,no,no,unknown,Selfemployeed,11597,2
*********,57,F,3,High School,Single,CA,91750,no,yes,no,cellular,Selfemployeed,5225,3
*********,63,M,2,High School,Married,TX,91750,no,no,no,cellular,Selfemployeed,58252,1
*********,49,M,1,Unknown,Single,FL,91750,no,no,no,cellular,Selfemployeed,107267,2
*********,44,F,4,Graduate,Single,CA,91750,no,yes,yes,cellular,Retirees,23698,1
*********,48,F,4,Doctorate,Married,TX,91750,yes,yes,no,cellular,Businessman,29683,3
*********,55,M,2,Graduate,Married,FL,91750,no,no,yes,cellular,Businessman,73086,1
*********,53,M,3,Post-Graduate,Single,FL,91750,yes,no,no,cellular,Retirees,103977,3
*********,46,M,3,Graduate,Married,CA,91750,no,no,no,telephone,Blue-collar,68663,1
*********,40,F,5,Graduate,Married,TX,91750,no,yes,no,cellular,Selfemployeed,14975,1
*********,43,F,3,Graduate,Married,NY,91750,no,no,no,unknown,Businessman,154732,2
*********,53,F,5,Graduate,Single,TX,91750,no,no,no,unknown,Businessman,51060,1
*********,65,M,0,Graduate,Single,MI,91750,no,yes,yes,cellular,White-collar,47249,3
*********,41,F,3,Graduate,Married,CA,91750,no,yes,no,cellular,Selfemployeed,56312,1
*********,42,M,1,Graduate,Unknown,CA,91750,no,no,no,cellular,Retirees,90913,1
*********,60,F,0,Graduate,Married,NY,91750,no,yes,yes,unknown,Retirees,17631,1
*********,59,F,1,Graduate,Single,FL,91750,yes,yes,no,cellular,Selfemployeed,5225,2
*********,43,F,3,Graduate,Single,TX,91750,no,no,no,unknown,Blue-collar,44964,3
*********,29,M,1,Uneducated,Single,NY,91750,yes,yes,no,cellular,Selfemployeed,59832,3
*********,36,F,1,Uneducated,Single,NJ,91750,no,no,no,cellular,Businessman,34330,3
*********,64,F,1,High School,Married,NY,91750,no,no,no,telephone,Businessman,40774,3
*********,39,F,0,Graduate,Married,FL,91750,no,no,no,cellular,Selfemployeed,14199,3
*********,59,F,1,Graduate,Single,TX,91750,no,yes,no,cellular,White-collar,41331,3
*********,42,F,3,Graduate,Married,CA,91750,no,no,no,cellular,White-collar,25311,1
*********,37,F,3,Graduate,Single,FL,91750,yes,yes,no,unknown,White-collar,26902,1
*********,37,M,2,Uneducated,Single,FL,91750,no,no,no,cellular,Retirees,37749,2
*********,42,F,1,Graduate,Married,TX,91750,no,yes,no,cellular,White-collar,43563,3
*********,42,M,2,Post-Graduate,Married,TX,91750,no,yes,no,cellular,Selfemployeed,67735,1
*********,40,M,3,Unknown,Single,FL,91750,no,no,no,cellular,White-collar,116659,1
*********,48,M,4,Graduate,Married,FL,91750,yes,yes,no,cellular,Govt,119126,1
*********,26,F,0,High School,Married,NY,91750,yes,yes,no,cellular,Businessman,28195,1
*********,58,F,2,Uneducated,Married,NY,91750,no,no,no,cellular,Govt,52295,2
*********,36,F,4,High School,Married,CA,91750,no,yes,no,cellular,Businessman,56631,2
*********,47,M,5,Post-Graduate,Married,NY,91750,yes,yes,no,cellular,White-collar,58730,3
*********,34,M,5,Graduate,Married,FL,91750,no,yes,no,cellular,White-collar,79383,1
*********,43,F,1,Graduate,Married,CA,91750,yes,no,no,telephone,White-collar,18595,1
*********,43,M,3,Graduate,Single,FL,91750,yes,no,no,unknown,Retirees,25299,1
*********,50,M,2,Post-Graduate,Single,FL,91750,yes,no,yes,cellular,Selfemployeed,62723,1
*********,42,M,5,Uneducated,Married,NJ,91750,no,yes,no,telephone,Retirees,46629,1
*********,49,F,3,Graduate,Single,CA,91750,yes,no,no,unknown,Selfemployeed,21500,3
*********,64,M,1,Unknown,Married,CA,91750,no,yes,no,cellular,Selfemployeed,28904,3
*********,40,F,2,Graduate,Married,NJ,91750,yes,no,no,cellular,White-collar,20741,2
*********,44,F,3,Unknown,Married,CA,90250,no,yes,yes,unknown,Businessman,183932,3
*********,33,M,4,High School,Single,NY,91750,no,yes,no,cellular,Retirees,45424,1
*********,55,F,1,Unknown,Single,CA,91750,no,yes,no,cellular,Blue-collar,12120,3
*********,29,M,1,Post-Graduate,Married,FL,91750,yes,yes,yes,cellular,Selfemployeed,25649,1
*********,36,M,3,Post-Graduate,Married,CA,91010,yes,no,no,unknown,White-collar,149441,1
*********,40,F,1,Uneducated,Single,TX,91750,no,yes,no,unknown,Blue-collar,37037,2
*********,42,M,3,Graduate,Married,NY,91750,yes,yes,no,cellular,Blue-collar,85758,1
*********,45,F,5,Graduate,Single,TX,91750,yes,yes,no,cellular,Selfemployeed,22042,2
*********,39,F,4,Graduate,Single,TX,91750,no,no,no,cellular,Businessman,46200,1
*********,43,F,3,Unknown,Single,TX,91750,no,yes,no,cellular,Blue-collar,49950,3
*********,35,F,4,High School,Single,TX,91750,yes,yes,no,unknown,Selfemployeed,14975,2
*********,58,M,1,Post-Graduate,Single,TX,91750,no,no,no,cellular,Govt,94619,2
*********,47,M,2,Graduate,Married,TX,91750,no,no,no,cellular,Blue-collar,49214,3
*********,56,F,1,Graduate,Married,IA,91750,no,no,yes,cellular,Selfemployeed,14975,2
*********,37,M,2,High School,Single,CA,91750,no,no,no,cellular,Retirees,40335,2
*********,50,M,2,Graduate,Married,FL,91750,no,yes,no,cellular,Businessman,116047,3
*********,41,F,2,Graduate,Married,TX,91750,yes,yes,no,unknown,Blue-collar,28385,3
*********,40,F,1,Unknown,Married,TX,91750,yes,yes,yes,cellular,Blue-collar,22508,2
*********,54,F,4,Graduate,Single,TX,91750,yes,no,no,cellular,White-collar,32719,2
*********,43,M,3,High School,Unknown,NJ,91750,no,yes,no,cellular,Selfemployeed,68115,3
*********,51,M,0,Graduate,Married,IL,91750,no,yes,no,cellular,White-collar,130754,2
*********,46,F,2,Uneducated,Married,TX,91750,yes,no,no,cellular,Selfemployeed,14975,2
*********,43,F,4,Uneducated,Single,TX,91750,yes,no,no,cellular,Businessman,214047,2
*********,45,F,1,Unknown,Married,NY,91750,no,no,no,unknown,Retirees,14694,2
*********,38,F,2,Unknown,Married,FL,91750,no,yes,yes,cellular,Businessman,174955,2
*********,53,F,4,High School,Single,TX,91750,no,yes,yes,cellular,Selfemployeed,44538,3
*********,41,M,2,High School,Married,NY,91750,yes,no,no,cellular,Businessman,45916,2
*********,43,F,5,Uneducated,Single,TX,91750,yes,no,no,telephone,Blue-collar,33866,3
*********,51,F,0,Uneducated,Married,CA,91750,no,no,no,unknown,Selfemployeed,7865,2
*********,53,F,2,Graduate,Single,NY,91750,no,yes,no,telephone,Businessman,217771,2
*********,37,M,2,High School,Single,TX,91750,no,no,yes,cellular,Selfemployeed,44847,3
*********,55,F,3,High School,Single,TX,91750,yes,yes,no,cellular,Govt,49453,2
*********,41,M,2,Graduate,Single,FL,91750,yes,yes,no,cellular,Businessman,62497,3
*********,49,M,5,Graduate,Married,TX,91750,yes,yes,yes,telephone,Blue-collar,63745,2
*********,24,M,1,High School,Married,FL,91750,no,no,no,telephone,Businessman,112413,2
*********,43,F,4,High School,Married,CA,91750,no,no,no,cellular,Blue-collar,10979,2
*********,35,M,2,Graduate,Married,FL,91750,no,no,no,cellular,White-collar,90054,2
*********,43,F,2,Graduate,Married,TX,91750,no,no,no,cellular,Selfemployeed,35973,3
*********,46,F,4,Graduate,Single,FL,91750,yes,no,no,unknown,White-collar,32705,2
*********,59,M,1,Doctorate,Single,CA,91750,no,yes,no,cellular,White-collar,60862,3
*********,47,F,4,Graduate,Married,CA,91750,no,yes,yes,cellular,Blue-collar,29445,2
*********,47,F,2,Unknown,Single,FL,91750,no,no,no,unknown,Blue-collar,39530,3
*********,57,F,1,Uneducated,Married,NY,91750,yes,no,no,cellular,Businessman,227343,2
*********,57,F,3,Unknown,Single,NJ,91750,no,no,no,telephone,Govt,15955,2
*********,53,F,3,Uneducated,Married,CA,91750,no,no,no,cellular,White-collar,54112,2
*********,51,M,3,Unknown,Married,CA,91750,no,no,no,telephone,Govt,94437,2
*********,50,F,2,High School,Married,TX,91750,yes,yes,no,cellular,White-collar,21465,2
*********,46,M,4,Unknown,Married,CA,91750,no,no,no,cellular,Blue-collar,66587,2
*********,31,M,1,Graduate,Single,WA,91750,no,no,no,cellular,Govt,49684,3
*********,55,F,0,Graduate,Married,NJ,91750,no,no,no,unknown,White-collar,150731,2
*********,47,F,5,Post-Graduate,Married,CA,91750,no,no,no,cellular,Retirees,43814,3
*********,57,F,3,High School,Married,NJ,91750,no,no,yes,unknown,Selfemployeed,14975,2
*********,42,M,3,Uneducated,Single,NV,91750,no,no,no,cellular,Businessman,112929,2
*********,44,F,2,High School,Married,FL,91750,yes,no,no,unknown,Govt,32047,3
*********,32,F,2,Graduate,Single,TX,91750,yes,yes,yes,cellular,Selfemployeed,2565,3
*********,48,F,3,High School,Married,FL,91750,no,yes,no,cellular,Blue-collar,56563,3
*********,46,M,3,Doctorate,Married,CA,90706,no,no,no,cellular,White-collar,122550,2
*********,55,M,1,Graduate,Married,NY,91750,no,no,no,unknown,Govt,76358,3
*********,46,F,3,Graduate,Single,CA,91750,no,no,no,cellular,Govt,53003,1
*********,42,F,4,Graduate,Married,FL,91750,yes,yes,no,unknown,Businessman,40233,2
*********,43,F,4,Graduate,Unknown,TX,91750,yes,no,no,cellular,Selfemployeed,44670,1
*********,47,M,2,Unknown,Married,TX,91750,no,yes,no,cellular,Blue-collar,85244,2
*********,49,F,1,Uneducated,Single,TX,91750,yes,no,yes,unknown,White-collar,148823,1
*********,46,M,2,Uneducated,Married,NY,91750,no,no,yes,cellular,Retirees,97112,3
*********,52,M,2,Uneducated,Unknown,NY,91750,no,no,no,cellular,Businessman,161541,1
*********,50,M,1,Uneducated,Married,NY,91750,yes,yes,no,cellular,Selfemployeed,58221,1
*********,45,M,5,Unknown,Married,TX,91750,no,yes,no,cellular,Retirees,70790,1
*********,44,F,3,High School,Single,FL,91750,no,yes,no,unknown,Selfemployeed,14975,1
*********,36,M,4,Graduate,Single,FL,91750,yes,yes,no,cellular,Retirees,62769,2
*********,49,F,2,Graduate,Single,TX,91750,no,yes,yes,cellular,Selfemployeed,14975,3
*********,43,F,5,Uneducated,Married,NY,91750,no,yes,no,cellular,Selfemployeed,26514,3
*********,31,F,0,Graduate,Married,FL,91750,yes,no,yes,cellular,Selfemployeed,14975,3
*********,37,F,1,High School,Unknown,NJ,91750,no,no,no,unknown,Selfemployeed,11597,3
*********,51,F,5,Unknown,Married,FL,91750,no,no,no,unknown,Blue-collar,12082,1
*********,39,M,3,Uneducated,Married,NJ,91750,yes,no,yes,cellular,Businessman,65104,2
*********,41,F,4,High School,Single,NJ,91750,no,yes,no,cellular,Govt,16687,2
*********,34,M,1,Unknown,Married,FL,91750,no,no,no,cellular,Blue-collar,74793,2
*********,39,F,3,High School,Single,NY,91750,no,no,no,cellular,Selfemployeed,32183,3
*********,54,M,3,Graduate,Single,NY,91750,no,yes,no,cellular,Govt,59153,1
*********,43,F,3,Doctorate,Married,FL,91750,no,yes,no,unknown,Selfemployeed,14975,3
*********,38,F,2,Graduate,Single,FL,91750,yes,no,no,unknown,Businessman,35040,1
*********,40,M,4,Graduate,Married,NY,91750,no,no,no,unknown,Blue-collar,28912,2
*********,56,F,0,High School,Married,FL,91750,yes,no,no,unknown,Selfemployeed,6550,2
*********,56,F,3,High School,Married,NJ,91750,no,no,no,cellular,Businessman,59341,2
*********,29,F,0,Graduate,Single,NY,91750,yes,no,yes,cellular,Businessman,155971,2
*********,59,F,2,Unknown,Single,TX,91750,no,no,no,unknown,Selfemployeed,6550,2
*********,51,F,1,Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,24367,3
*********,43,M,3,Post-Graduate,Married,NJ,91750,yes,no,no,cellular,Retirees,69714,2
*********,35,F,3,Graduate,Married,CA,91750,no,no,no,cellular,Selfemployeed,35387,1
*********,57,F,2,Graduate,Married,NJ,91750,yes,no,no,cellular,Businessman,176141,2
*********,45,F,4,Doctorate,Married,CA,91750,no,yes,no,cellular,Govt,19713,1
*********,65,F,1,Unknown,Single,FL,91750,no,no,no,unknown,Selfemployeed,14975,3
*********,50,M,2,Unknown,Married,NJ,91750,yes,no,no,cellular,Blue-collar,117226,3
*********,40,M,3,Graduate,Married,TX,91750,no,yes,no,cellular,Businessman,66761,2
*********,52,F,1,Graduate,Single,FL,91750,no,yes,no,cellular,Businessman,29152,1
*********,43,F,3,Unknown,Married,CA,91750,yes,no,no,cellular,Selfemployeed,2565,2
*********,43,M,2,Graduate,Married,TX,91750,no,yes,no,unknown,Blue-collar,55039,2
*********,50,F,1,Graduate,Married,CA,91750,yes,no,no,cellular,Selfemployeed,11745,2
*********,53,M,1,Graduate,Single,NY,91750,no,no,no,cellular,Businessman,108442,2
*********,52,F,2,Uneducated,Married,CA,91750,yes,no,no,cellular,Retirees,48640,3
*********,45,F,3,Post-Graduate,Married,FL,91750,no,yes,no,cellular,Selfemployeed,5525,1
*********,44,F,4,Graduate,Married,NY,91750,no,no,yes,cellular,Selfemployeed,14975,1
*********,37,M,2,High School,Single,NJ,91750,yes,no,no,cellular,Selfemployeed,68415,1
*********,41,M,3,Graduate,Married,NJ,91750,no,yes,no,cellular,White-collar,121796,1
*********,36,M,3,Graduate,Married,FL,91750,no,yes,no,cellular,Retirees,57573,3
*********,33,F,0,Unknown,Married,NY,91750,yes,no,no,unknown,White-collar,35191,2
*********,34,M,2,Graduate,Single,TX,91750,yes,no,yes,cellular,White-collar,36479,2
*********,51,F,2,Graduate,Married,NJ,91750,no,no,no,unknown,Businessman,218777,2
*********,44,M,3,Unknown,Married,TX,91750,no,yes,no,cellular,Govt,51919,1
*********,37,F,2,Uneducated,Unknown,TX,91750,yes,no,no,cellular,Selfemployeed,16851,3
*********,46,F,2,Graduate,Married,CA,90250,yes,yes,no,unknown,Businessman,188604,2
*********,55,M,2,Graduate,Single,CA,90250,no,no,no,unknown,Businessman,182376,1
*********,53,F,3,Graduate,Single,NY,91750,no,yes,no,cellular,Blue-collar,36377,1
*********,50,M,3,High School,Single,NY,91750,yes,no,no,cellular,Businessman,47870,2
*********,50,F,2,Uneducated,Single,TX,91750,no,yes,no,cellular,Retirees,44796,1
*********,46,F,2,Graduate,Married,NY,91750,no,yes,no,cellular,Businessman,57903,3
*********,36,M,2,High School,Single,IA,91750,no,no,no,unknown,White-collar,148757,1
*********,30,F,0,High School,Married,FL,91750,yes,no,no,cellular,Businessman,196761,1
*********,37,M,1,High School,Single,CA,91750,no,no,no,cellular,White-collar,78245,1
*********,59,M,2,High School,Married,NY,91750,no,yes,no,cellular,Selfemployeed,47762,3
*********,45,M,1,Graduate,Married,TX,91750,yes,no,no,cellular,Businessman,92180,1
*********,40,F,3,Graduate,Single,CA,91750,no,yes,no,cellular,Selfemployeed,11594,2
*********,37,F,2,Graduate,Single,CA,91750,yes,yes,yes,cellular,Selfemployeed,49610,1
*********,37,M,5,Post-Graduate,Married,FL,91750,yes,no,no,cellular,Blue-collar,93417,1
*********,48,M,4,Graduate,Single,TX,91750,yes,yes,no,cellular,Retirees,77077,1
*********,44,F,4,Graduate,Married,FL,91750,no,no,no,unknown,Businessman,24764,1
*********,44,F,5,Doctorate,Single,FL,91750,no,yes,no,cellular,Businessman,155870,2
*********,53,F,1,Doctorate,Married,NJ,91750,no,yes,no,cellular,Blue-collar,22514,3
*********,59,F,2,High School,Married,CA,91750,no,yes,no,cellular,White-collar,52453,1
*********,45,M,3,Graduate,Single,TX,91750,yes,yes,yes,cellular,Govt,102550,1
*********,55,M,3,Graduate,Single,NY,91750,no,no,no,cellular,Businessman,57220,2
*********,44,M,3,Uneducated,Single,NY,91750,yes,no,no,cellular,Govt,50766,1
*********,43,M,3,High School,Married,NJ,91750,no,no,yes,telephone,Govt,73199,3
*********,40,F,4,Graduate,Married,CA,91750,no,no,no,cellular,White-collar,45579,2
*********,60,M,1,Uneducated,Married,NJ,91750,yes,no,no,cellular,White-collar,79755,3
*********,35,F,1,High School,Unknown,TX,91750,no,no,yes,unknown,Selfemployeed,14975,1
*********,61,F,1,Unknown,Married,NY,91750,yes,no,yes,cellular,Selfemployeed,14975,2
*********,45,M,4,Graduate,Single,NY,91750,yes,no,no,cellular,Govt,107030,1
*********,55,M,1,Graduate,Married,NJ,91750,no,no,no,cellular,Blue-collar,63909,3
*********,44,F,2,Graduate,Unknown,NY,91750,no,no,yes,unknown,Selfemployeed,1250,1
*********,46,F,1,Graduate,Single,TX,91750,no,yes,no,cellular,Retirees,40886,2
*********,50,F,1,Unknown,Single,TX,91750,no,yes,no,cellular,Businessman,196680,2
*********,42,F,3,Graduate,Married,CA,91750,no,no,no,telephone,White-collar,18856,3
*********,54,M,2,Post-Graduate,Single,CA,91750,yes,no,no,cellular,Blue-collar,69894,1
*********,38,M,2,Graduate,Single,TX,91750,no,yes,no,cellular,Govt,60709,1
*********,44,F,4,Graduate,Married,NJ,91750,no,no,yes,unknown,White-collar,35673,1
*********,49,F,3,Graduate,Married,NY,91750,no,yes,no,cellular,Selfemployeed,12150,3
*********,44,F,3,Unknown,Single,CA,90277,no,no,no,cellular,Businessman,219755,2
*********,54,M,2,High School,Married,NY,91750,no,yes,no,cellular,White-collar,118755,1
*********,63,M,1,Graduate,Single,FL,91750,yes,no,no,cellular,Selfemployeed,68254,2
*********,27,F,0,Graduate,Single,CA,91750,no,yes,yes,cellular,Selfemployeed,14975,2
*********,37,M,2,Unknown,Single,FL,91750,no,no,no,cellular,Govt,55344,3
*********,47,F,2,Uneducated,Single,TX,91750,no,no,no,unknown,Selfemployeed,12180,1
*********,50,F,4,Unknown,Married,FL,91750,no,no,no,telephone,White-collar,37709,2
*********,47,F,1,Unknown,Single,CA,91750,no,no,no,cellular,Businessman,22858,1
*********,31,M,2,Unknown,Unknown,TX,91750,no,no,no,cellular,Businessman,97871,3
*********,43,M,5,Graduate,Married,NY,91750,no,yes,no,cellular,Businessman,228657,1
*********,51,F,1,Graduate,Married,NY,91750,yes,no,no,unknown,Selfemployeed,1250,3
*********,51,F,2,Graduate,Single,CA,91750,no,yes,no,cellular,White-collar,42610,1
*********,47,F,1,Unknown,Single,TX,91750,yes,no,no,cellular,Selfemployeed,13530,1
*********,55,F,1,High School,Single,IL,91750,no,yes,no,cellular,Blue-collar,13647,2
*********,42,F,3,Graduate,Unknown,CA,91750,no,yes,no,cellular,Selfemployeed,14975,2
*********,54,F,1,Graduate,Married,TX,91750,no,no,no,unknown,Blue-collar,54316,2
*********,42,F,2,Graduate,Single,CA,91750,no,yes,no,cellular,Selfemployeed,14219,2
*********,49,F,3,Post-Graduate,Married,NJ,91750,no,no,no,telephone,Govt,49631,3
*********,51,M,3,Uneducated,Married,TX,91750,yes,yes,no,cellular,White-collar,82175,1
*********,50,M,3,Graduate,Unknown,TX,91750,yes,yes,no,telephone,Govt,79812,2
*********,51,F,2,Graduate,Single,NY,91750,yes,yes,no,cellular,Blue-collar,42195,2
*********,38,M,2,Graduate,Single,FL,91750,no,no,no,cellular,Businessman,161541,3
*********,29,M,0,High School,Single,NY,91750,yes,yes,yes,telephone,Blue-collar,54429,2
*********,46,M,2,Graduate,Single,FL,91750,no,no,no,cellular,Selfemployeed,84458,3
*********,48,M,5,Graduate,Married,TX,91750,no,no,no,cellular,Govt,39112,3
*********,32,F,0,Uneducated,Married,CA,91750,no,no,no,cellular,Selfemployeed,14975,2
*********,47,M,2,High School,Unknown,NJ,91750,no,no,no,telephone,Govt,72644,2
*********,54,F,0,High School,Married,NJ,91750,no,no,no,cellular,Govt,34379,3
*********,36,M,4,Graduate,Single,FL,91750,yes,yes,yes,cellular,Blue-collar,100955,1
*********,38,M,1,High School,Married,CA,91750,no,yes,no,cellular,Govt,94246,3
*********,44,F,5,Graduate,Married,TX,91750,no,yes,no,cellular,Govt,32978,1
*********,39,M,2,Post-Graduate,Married,NY,91750,yes,yes,no,cellular,Businessman,72849,2
*********,32,F,3,Post-Graduate,Married,TX,91750,no,no,no,cellular,Retirees,44556,3
*********,39,F,1,Graduate,Married,NJ,91750,yes,no,no,unknown,Blue-collar,35480,2
*********,46,F,3,Unknown,Unknown,NY,91750,no,no,no,unknown,Businessman,16747,2
